ApprovalID,Address,ProjectID,ApprovalStatus,ProjectTitle,CensusBureauCategory,ApprovalCreation,ApprovalIssuance,AffordableUnits,DaysToIssuance,IsIssued,HasCategory,HasProjectID
PMT-3139474,"4042 01st Av, San Diego, CA",PRJ-1049208,Cancelled Application Expired,General-Express-Building Construction:4042/01st,Add/Alt 3+ Fam Res Garages,2/23/2022,,2,,0,1,1
PMT-3132912,"9822 Paseo Montalban, San Diego, CA",PRJ-1049408,Closed,General-Standard-Building Construction:9818/Paseo Montalban,Add/Alt Companion Unit/Acc Apt,1/11/2022,2/17/2023,1,402,1,1,1
PMT-3142563,"4373 Logan Av, San Diego, CA 92113",PRJ-1049584,Cancelled Application Expired,General-Expedite-Building Construction:4369/Logan,Two family Condominium,3/14/2022,,2,,0,1,1
PMT-3148226,"137 West Olive Dr, San Diego, CA 92173",PRJ-1049616,Closed,General-Standard-Combination Building Permit:139/West Olive,Add/Alt Companion Unit/Acc Apt,4/13/2022,1/30/2024,2,657,1,1,1
PMT-3146106,"2522 Erie St, San Diego, CA 92110",PRJ-1050351,Closed,General-Standard-Building Construction:2520/Erie,Add/Alt Companion Unit/Acc Apt,4/1/2022,5/26/2023,1,420,1,1,1
PMT-3146420,"1704 Burton St, San Diego, CA",PRJ-1050678,Closed,General-Standard-Building Construction:1704/Burton,Acc Bldg to 1 or 2 Fam,4/4/2022,2/7/2023,1,309,1,1,1
PMT-3210038,"4357 Illinois St, San Diego, CA",PRJ-1051239,Cancelled Application Expired,General-Standard-Building Construction:4357/Illinois,Add/Alt Companion Unit/Acc Apt,3/14/2023,,4,,0,1,1
PMT-3174478,"1001 32nd St, San Diego, CA",PRJ-1051411,Inspection Followup,General-Standard-Building Construction:1001/32nd,Five or More Family Apt,9/1/2022,5/21/2024,4,628,1,1,1
PMT-3148535,"5078 Mount Harris Dr, San Diego, CA 92117",PRJ-1051527,Inspection Followup,General-Standard-Building Permit:5078/Mount Harris,Add/Alt Companion Unit/Acc Apt,4/14/2022,4/12/2024,1,729,1,1,1
PMT-3137656,"1334 Gertrude St, San Diego, CA",PRJ-1051679,Issued,General-Expedite-Building Construction:1334/Gertrude,Five or More Family Apt,2/11/2022,3/11/2024,1,759,1,1,1
PMT-3145127,"4942 63RD St, San Diego, CA 92115",PRJ-1052609,Inspection Followup,General-Standard-Combination Building Permit:4942/63RD,Add/Alt Companion Unit/Acc Apt,3/28/2022,7/22/2024,1,847,1,1,1
PMT-3142230,"2525 01st Av, San Diego, CA",PRJ-1052754,Inspection Followup,Actively Managed-Expedite-Building Construction:2525/01st,Five or More Family Apt,3/11/2022,3/14/2024,8,734,1,1,1
PMT-3140292,"411 North (Sb) Ln, San Diego, CA",PRJ-1052788,Closed,Actively Managed-Express-Building Construction:411/North (Sb),Five or More Family Apt,3/1/2022,3/16/2023,101,380,1,1,1
PMT-3242446,"5048 Wightman St, San Diego, CA",PRJ-1052948,Cancelled Application Expired,General-Standard-Building Construction:5048/Wightman,Add/Alt Companion Unit/Acc Apt,8/21/2023,,1,,0,1,1
PMT-3151157,"4041 Florida St, San Diego, CA",PRJ-1053204,Cancelled Application Expired,General-Standard-Building Construction:4039/Florida,Add/Alt Companion Unit/Acc Apt,4/27/2022,,1,,0,1,1
PMT-3149953,"4314 Aragon Wy, San Diego, CA 92115",PRJ-1053251,Closed,Building Construction:4314/Aragon,Add/Alt Companion Unit/Acc Apt,4/20/2022,1/18/2023,1,273,1,1,1
PMT-3151696,"2435 Imperial Av, San Diego, CA",PRJ-1053257,Inspection Followup,General-Expedite-Building Construction:2435/Imperial,Five or More Family Apt,4/29/2022,5/14/2024,5,746,1,1,1
PMT-3147876,"4153 Ohio St, San Diego, CA",PRJ-1053377,Cancelled,General-Expedite-Building Construction:4153/Ohio,Five or More Family Apt,4/12/2022,,5,,0,1,1
PMT-3143917,"8521 Parkbrook Ln, San Diego, CA 92114",PRJ-1053406,Closed,General-Standard-Building Construction:8521/Parkbrook,"Add/Alt 1 or 2 Fam,Increase DU",3/21/2022,4/10/2023,1,385,1,1,1
PMT-3147063,"3030 Broadway, San Diego, CA",PRJ-1053428,Cancelled Application Expired,General-Express-Building Construction:3030/Broadway,Add/Alt Companion Unit/Acc Apt,4/7/2022,,4,,0,1,1
PMT-3151907,"4679 Morrell St, San Diego, CA 92109",PRJ-1053529,Cancelled Application Expired,Rapid Review-Standard-Building Construction:4679/Morrell,Add/Alt Companion Unit/Acc Apt,5/2/2022,,2,,0,1,1
PMT-3151147,"2410 1/2 Shamrock St, San Diego, CA 92105",PRJ-1054112,Closed,General-Standard-Building Construction:2410/Shamrock,Three or Four Family Apt,4/27/2022,12/5/2022,1,222,1,1,1
PMT-3147119,"3804 Marron St, San Diego, CA 92115",PRJ-1054198,Closed,General-Standard-Combination Building Permit:3804/Marron,Add/Alt Companion Unit/Acc Apt,4/7/2022,7/18/2023,1,467,1,1,1
PMT-3143680,"3488 Adams Av, San Diego, CA 92116",PRJ-1054200,Cancelled Application Expired,Actively Managed-Express-Building Permit:3488/Adams,Five or More Family Apt,3/18/2022,,11,,0,1,1
PMT-3174534,"4122 Clairemont Dr, San Diego, CA 92117",PRJ-1054345,Inspection Followup,General-Standard-Building Construction:4120/Clairemont,Add/Alt Companion Unit/Acc Apt,9/1/2022,2/21/2024,1,538,1,1,1
PMT-3143545,"3501 Vista (Sb) Ln, San Diego, CA 92173",PRJ-1054951,Closed,Actively Managed-Express-Building Construction:3501/Vista (Sb),Five or More Family Apt,3/18/2022,1/3/2023,167,291,1,1,1
PMT-3146897,"2911 Adams Av, San Diego, CA",PRJ-1055015,Closed,Actively Managed-Express-Building Construction:2911/Adams,Five or More Family Apt,4/6/2022,2/22/2023,8,322,1,1,1
PMT-3145102,"323 Willie James Jones Av, San Diego, CA 92102",PRJ-1055391,Closed,Actively Managed-Express-Building Construction:323/Willie James Jones,Acc Bldg to 3+ Fam or NonRes,3/28/2022,2/22/2023,81,331,1,1,1
PMT-3145167,"323 Willie James Jones Av, San Diego, CA 92102",PRJ-1055391,Closed,Actively Managed-Express-Building Construction:323/Willie James Jones,Five or More Family Apt,3/28/2022,2/22/2023,81,331,1,1,1
PMT-3145172,"331 Willie James Jones Av, San Diego, CA 92102",PRJ-1055391,Closed,Actively Managed-Express-Building Construction:323/Willie James Jones,Five or More Family Apt,3/28/2022,2/22/2023,81,331,1,1,1
PMT-3145177,"333 Willie James Jones Av, San Diego, CA",PRJ-1055391,Closed,Actively Managed-Express-Building Construction:323/Willie James Jones,Five or More Family Apt,3/28/2022,2/22/2023,81,331,1,1,1
PMT-3145181,"337 Willie James Jones Av, San Diego, CA",PRJ-1055391,Closed,Actively Managed-Express-Building Construction:323/Willie James Jones,Five or More Family Apt,3/28/2022,2/22/2023,81,331,1,1,1
PMT-3145185,"339 Willie James Jones Av, San Diego, CA",PRJ-1055391,Closed,Actively Managed-Express-Building Construction:323/Willie James Jones,Five or More Family Apt,3/28/2022,2/22/2023,81,331,1,1,1
PMT-3199881,"3866 Just St, San Diego, CA 92154",PRJ-1055462,Issued,General-Standard-Building Construction:3866/Just,Add/Alt Companion Unit/Acc Apt,1/23/2023,5/30/2024,2,493,1,1,1
PMT-3156481,"4359 Temecula St, San Diego, CA",PRJ-1055774,Cancelled Application Expired,General-Standard-Building Construction:4359/Temecula,Five or More Family Apt,5/25/2022,,2,,0,1,1
PMT-3148821,"1908 HOTEL CIRCLE N- WEST BLDG, SAN DIEGO, CA 92108",PRJ-1055776,Inspection Followup,Actively Managed-Express-Building Construction:1908/HOTEL CIRCLE NORTH,Five or More Family Apt,4/15/2022,8/25/2023,12,497,1,1,1
PMT-3155704,"1908 HOTEL CIRCLE NORTH, SAN DIEGO, CA 92108",PRJ-1055776,Inspection Followup,Actively Managed-Express-Building Construction:1908/HOTEL CIRCLE NORTH,Five or More Family Apt,5/23/2022,8/25/2023,13,459,1,1,1
PMT-3150729,"3742 Via De La Bandola, San Diego, CA 92173",PRJ-1055957,Closed,General-Standard-Building Construction:3744/Via De La Bandola,Add/Alt Companion Unit/Acc Apt,4/25/2022,3/15/2023,1,324,1,1,1
PMT-3168198,"5231 Rincon St, San Diego, CA",PRJ-1055994,Inspection Followup,General-Expedite-Building Permit:5231/Rincon,Add/Alt Companion Unit/Acc Apt,7/29/2022,5/6/2024,2,647,1,1,1
PMT-3155703,"1101 25th St, San Diego, CA 92102",PRJ-1056143,Issued,General-Express-Building Construction:2504/C,Five or More Family Apt,5/23/2022,12/23/2024,6,945,1,1,1
PMT-3157012,"4294 Voltaire St, San Diego, CA",PRJ-1056580,,General-Standard-Building Construction:4294/Voltaire,,5/27/2022,,4,,0,0,1
PMT-3148555,"625 26th St, San Diego, CA",PRJ-1057045,Cancelled Application Expired,General-Standard-Building Construction:623/26th,Add/Alt Companion Unit/Acc Apt,4/14/2022,,2,,0,1,1
PMT-3156857,"1638 Elm Av, San Diego, CA 92154",PRJ-1057083,Inspection Followup,General-Standard-Building Construction:1638/Elm,"Add/Alt 3+ Fam, Increase DU",5/27/2022,8/15/2023,1,445,1,1,1
PMT-3156858,"1638 Elm Av, San Diego, CA 92154",PRJ-1057083,Inspection Followup,General-Standard-Building Construction:1638/Elm,"Add/Alt 3+ Fam, Increase DU",5/27/2022,8/9/2023,2,439,1,1,1
PMT-3148864,"1249 Union St, San Diego, CA",PRJ-1057347,Inspection Followup,Actively Managed-Express-Building Construction:1200/Front,,4/15/2022,6/16/2023,19,427,1,0,1
PMT-3149860,"4970 Market St, San Diego, CA",PRJ-1057389,Issued,Actively Managed-Expedite-Building Construction:4970/Market,Five or More Family Apt,4/20/2022,4/29/2024,2,740,1,1,1
PMT-3149894,"4970 Market St, San Diego, CA",PRJ-1057389,Issued,Actively Managed-Expedite-Building Construction:4970/Market,Five or More Family Apt,4/20/2022,4/29/2024,1,740,1,1,1
PMT-3167237,"2281 Irving Av, San Diego, CA 92113",PRJ-1057949,Opened,General-Standard-Building Construction:2281/Irving,,7/25/2022,,1,,0,0,1
PMT-3155504,"2551 Commercial St, San Diego, CA",PRJ-1058690,Closed,General-Express-Building Construction:2551/Commercial,Five or More Family Apt,5/20/2022,1/10/2023,5,235,1,1,1
PMT-3155365,"5550 Kearny Mesa Rd, San Diego, CA",PRJ-1058816,Inspection Followup,Actively Managed-Express-Building Construction:5550/Kearny Mesa,Five or More Family Apt,5/19/2022,8/21/2024,59,825,1,1,1
PMT-3151243,"5496 Imperial Av, San Diego, CA",PRJ-1058853,Inspection Followup,General-Expedite-Building Construction:5496/Imperial,Add/Alt Companion Unit/Acc Apt,4/27/2022,10/23/2023,1,544,1,1,1
PMT-3155347,"3775 06th Av, San Diego, CA",PRJ-1059333,Inspection Followup,Actively Managed-Express-Building Construction:3775/06th,Five or More Family Apt,5/19/2022,10/12/2023,9,511,1,1,1
PMT-3155774,"2844 Lytton St, San Diego, CA 92110",PRJ-1059447,Inspection Followup,General-Standard-Building Construction:2844/Lytton,Five or More Family Apt,5/23/2022,2/13/2024,8,631,1,1,1
PMT-3193662,"2860 Webster Av, San Diego, CA 92113",PRJ-1059604,Inspection Followup,General-Standard-Building Construction:2860/Webster,Add/Alt Companion Unit/Acc Apt,12/16/2022,6/14/2024,1,546,1,1,1
PMT-3193663,"2860 Webster Av, San Diego, CA 92113",PRJ-1059604,Inspection Followup,General-Standard-Building Construction:2860/Webster,Add/Alt Companion Unit/Acc Apt,12/16/2022,6/14/2024,2,546,1,1,1
PMT-3158932,"8555 Aero Dr, San Diego, CA",PRJ-1059655,Inspection Followup,Actively Managed-Express-Building Construction:8555/Aero,Five or More Family Apt,6/9/2022,10/12/2023,27,490,1,1,1
PMT-3161879,"8333 Clairemont Mesa Bl, San Diego, CA",PRJ-1059697,Inspection Followup,Actively Managed-Express-Building Construction:8333/Clairemont Mesa,Five or More Family Apt,6/26/2022,5/28/2024,15,702,1,1,1
PMT-3158866,"4381 Van Dyke Av, San Diego, CA 92105",PRJ-1060254,Closed,Rapid Review-Standard-Building Construction:4381/Van Dyke,"Add/Alt 1 or 2 Fam,Increase DU",6/8/2022,5/11/2023,1,337,1,1,1
PMT-3160578,"2028 Howard Av, San Diego, CA 92104",PRJ-1060258,Closed,Actively Managed-Express-Building Construction:2028/Howard,Five or More Family Apt,6/17/2022,5/8/2025,5,1056,1,1,1
PMT-3160792,"984 Worthington St, San Diego, CA 92114",PRJ-1060347,Issued,General-Standard-Building Construction:982/Worthington,Five or More Family Apt,6/20/2022,8/27/2024,4,799,1,1,1
PMT-3157710,"4471 Altadena Av, San Diego, CA",PRJ-1060489,Closed,General-Standard-Building Construction:4475/Altadena,"Add/Alt 3+ Fam, Increase DU",6/2/2022,9/6/2023,1,461,1,1,1
PMT-3158438,"4581 Wilson Av, San Diego, CA 92116",PRJ-1060797,,General-Standard-Building Construction:4581/Wilson,Add/Alt Companion Unit/Acc Apt,6/7/2022,,2,,0,1,1
PMT-3160324,"4888 Convoy St, San Diego, CA",PRJ-1060862,Inspection Followup,Actively Managed-Express-Building Construction:4888/Convoy,Five or More Family Apt,6/16/2022,7/26/2023,22,405,1,1,1
PMT-3159254,"3933 Utah St, San Diego, CA",PRJ-1060990,Cancelled Application Expired,Actively Managed-Express-Building Construction:3933/Utah,Five or More Family Apt,6/10/2022,,8,,0,1,1
PMT-3160976,"6353 Del Cerro Bl, San Diego, CA",PRJ-1061051,Cancelled Application Expired,General-Expedite-Building Construction:6353/Del Cerro,Five or More Family Apt,6/21/2022,,14,,0,1,1
PMT-3159779,"10868 Via San Blas, San Diego, CA",PRJ-1061158,Closed,General-Standard-Building Construction:10868/Via San Blas,Add/Alt Companion Unit/Acc Apt,6/14/2022,5/1/2023,1,321,1,1,1
PMT-3157570,"4040 Park Bl, San Diego, CA 92103",PRJ-1061245,Cancelled Application Expired,General-Express-Building Construction:4040/Park,Five or More Family Apt,6/2/2022,,34,,0,1,1
PMT-3157139,"15051 Junipers Dr, San Diego, CA 92129",PRJ-1061323,Inspection Followup,Actively Managed-Express-Building Construction:15051/Junipers,Five or More Family Apt,5/31/2022,11/1/2023,81,519,1,1,1
PMT-3158395,"3674 Mabon Pl, San Diego, CA 92117",PRJ-1061357,Inspection Followup,General-Standard-Combination Building Permit:3674/Mabon,Add/Alt Companion Unit/Acc Apt,6/7/2022,9/14/2023,1,464,1,1,1
PMT-3217576,"4057 Alabama St, San Diego, CA",PRJ-1061360,Inspection Followup,General-Standard-Combination Building Permit:4057/Alabama,Add/Alt Companion Unit/Acc Apt,4/24/2023,7/3/2024,1,436,1,1,1
PMT-3162270,"1881 Irving Av, San Diego, CA",PRJ-1061642,Closed,General-Standard-Building Construction:1881/Irving,Add/Alt Companion Unit/Acc Apt,6/28/2022,6/7/2023,1,344,1,1,1
PMT-3162926,"110 Beech St, San Diego, CA",PRJ-1062254,Inspection Followup,Actively Managed-Express-Building Construction:110/Beech,Five or More Family Apt,7/1/2022,11/7/2023,20,494,1,1,1
PMT-3158501,"3104 03rd Av, San Diego, CA 92103",PRJ-1062261,Inspection Followup,General-Express-Building Construction:3104/03rd,Five or More Family Apt,6/7/2022,5/3/2024,5,696,1,1,1
PMT-3160262,"5678 Lauretta St, San Diego, CA",PRJ-1062279,Cancelled Application Expired,General-Expedite-Building Construction:5678/Lauretta,Five or More Family Apt,6/16/2022,,3,,0,1,1
PMT-3163402,"4506 Moraga Av, #1 & 2, San Diego, CA 92117",PRJ-1062290,Closed,General-Standard-Building Construction:4506/Moraga,Add/Alt Companion Unit/Acc Apt,7/6/2022,5/1/2023,1,299,1,1,1
PMT-3163413,"4506 Moraga Av, #3 & 4, San Diego, CA 92117",PRJ-1062290,Closed,General-Standard-Building Construction:4506/Moraga,"Add/Alt 3+ Fam, Increase DU",7/6/2022,5/1/2023,1,299,1,1,1
PMT-3163546,"2723 Caulfield Dr, San Diego, CA",PRJ-1062384,Inspection Followup,General-Standard-Building Construction:2723/Caulfield,Add/Alt Companion Unit/Acc Apt,7/6/2022,1/20/2023,1,198,1,1,1
PMT-3161963,"2413 Fleetwood St, San Diego, CA 92111",PRJ-1062557,Inspection Followup,General-Standard-Combination Building Permit:2413/Fleetwood,Add/Alt Companion Unit/Acc Apt,6/27/2022,4/9/2024,2,652,1,1,1
PMT-3162026,"4377 Rialto St, San Diego, CA 92107",PRJ-1062558,Issued,General-Express-Building Construction:4377/Rialto,Five or More Family Apt,6/27/2022,5/29/2025,2,1067,1,1,1
PMT-3159787,"4814 54th St, San Diego, CA 92115",PRJ-1062565,Closed,General-Standard-Building Construction:4812/54th,Add/Alt Companion Unit/Acc Apt,6/14/2022,5/23/2023,1,343,1,1,1
PMT-3164979,"130 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,1,,0,1,1
PMT-3164981,"132 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,1,,0,1,1
PMT-3164982,"134 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,1,,0,1,1
PMT-3164983,"136 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,1,,0,1,1
PMT-3164984,"138 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,1,,0,1,1
PMT-3164985,"140 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,1,,0,1,1
PMT-3167477,"6440 El Cajon Bl, San Diego, CA",PRJ-1062686,Inspection Followup,Actively Managed-Express-Building Construction:6440/El Cajon,Five or More Family Apt,7/26/2022,8/10/2023,24,380,1,1,1
PMT-3163191,"1033 28th St, San Diego, CA",PRJ-1062777,Issued,General-Standard-Building Construction:1033/28th,Add/Alt Companion Unit/Acc Apt,7/5/2022,6/8/2024,1,704,1,1,1
PMT-3167517,"5077 Defiance Wy, San Diego, CA 92115",PRJ-1063157,Inspection Followup,General-Express-Building Permit:5077/Defiance,"Add/Alt 3+ Fam, Increase DU",7/26/2022,7/19/2023,4,358,1,1,1
PMT-3164302,"633 60th St, San Diego, CA 92114",PRJ-1063207,Inspection Followup,General-Expedite-Combination Building Permit:633/60th,Add/Alt Companion Unit/Acc Apt,7/11/2022,1/8/2025,2,912,1,1,1
PMT-3346528,"3014 Ulric Ct, San Diego, CA",PRJ-1063220,Opened,General-Standard-Building Construction:3008/Ulric,One Family Detached,4/3/2025,,1,,0,1,1
PMT-3165471,"4529 Esther St, San Diego, CA",PRJ-1063250,Inspection Followup,General-Standard-Building Construction:4529/Esther,Add/Alt Companion Unit/Acc Apt,7/15/2022,7/31/2024,1,747,1,1,1
PMT-3165791,"2903 04th Av, San Diego, CA",PRJ-1063464,Inspection Followup,General-Express-Building Construction:2903/04th,Five or More Family Apt,7/18/2022,7/17/2024,6,730,1,1,1
PMT-3164595,"4436 Wilson Av, San Diego, CA",PRJ-1063480,Inspection Followup,General-Standard-Building Construction:4436/Wilson,Add/Alt Companion Unit/Acc Apt,7/12/2022,7/3/2024,1,722,1,1,1
PMT-3162575,"5644 Mary Lane Dr, San Diego, CA 92115",PRJ-1063520,Closed,Rapid Review-Standard-Building Construction:5644/Mary Lane,Add/Alt Companion Unit/Acc Apt,6/30/2022,1/20/2023,1,204,1,1,1
PMT-3167245,"1520 Tyler Av, San Diego, CA 92103",PRJ-1063628,Inspection Followup,General-Expedite-Building Construction:1520/Tyler,Three or Four Family Apt,7/25/2022,4/26/2024,7,641,1,1,1
PMT-3164854,"3814 Villa Tr, San Diego, CA",PRJ-1063819,Inspection Followup,General-Standard-Building Construction:3808/VILLA TERRACE,"Add/Alt 3+ Fam, Increase DU",7/13/2022,10/30/2024,2,840,1,1,1
PMT-3164267,"3244 Reynard Wy, San Diego, CA",PRJ-1064128,Cancelled Application Expired,General-Standard-Building Construction:3244/Reynard,Five or More Family Apt,7/11/2022,,1,,0,1,1
PMT-3164110,"721 63rd St, San Diego, CA",PRJ-1064296,Cancelled Application Expired,General-Expedite-Building Construction:727/63rd,Three or Four Family Apt,7/8/2022,,2,,0,1,1
PMT-3164115,"727 63rd St, San Diego, CA",PRJ-1064296,Cancelled Application Expired,General-Expedite-Building Construction:727/63rd,Three or Four Family Apt,7/8/2022,,2,,0,1,1
PMT-3166101,"4659 Florida St, San Diego, CA 92116",PRJ-1064539,Closed,General-Express-1064539,Five or More Family Apt,7/19/2022,9/19/2023,5,427,1,1,1
PMT-3166172,"3660 Reynard Wy, San Diego, CA 92103",PRJ-1064652,Inspection Followup,General-Express-Building Construction:3660/Reynard,Five or More Family Apt,7/19/2022,2/21/2024,5,582,1,1,1
PMT-3167119,"2235 Cliff St, San Diego, CA 92116",PRJ-1064784,Inspection Followup,General-Standard-Building Construction:2235/Cliff,"Add/Alt 1 or 2 Fam,Increase DU",7/25/2022,5/8/2024,1,653,1,1,1
PMT-3167636,"6353 Broadway, San Diego, CA",PRJ-1064968,Cancelled Application Expired,General-Expedite-Building Construction:6361/Broadway,Add/Alt Companion Unit/Acc Apt,7/27/2022,,1,,0,1,1
PMT-3167660,"6353 Broadway, San Diego, CA",PRJ-1064968,Cancelled Application Expired,General-Expedite-Building Construction:6361/Broadway,Add/Alt Companion Unit/Acc Apt,7/27/2022,,1,,0,1,1
PMT-3167662,"6353 Broadway, San Diego, CA",PRJ-1064968,Cancelled Application Expired,General-Expedite-Building Construction:6361/Broadway,Add/Alt Companion Unit/Acc Apt,7/27/2022,,1,,0,1,1
PMT-3167664,"6353 Broadway, San Diego, CA",PRJ-1064968,Cancelled Application Expired,General-Expedite-Building Construction:6361/Broadway,Add/Alt Companion Unit/Acc Apt,7/27/2022,,1,,0,1,1
PMT-3199944,"835 S Bancroft St, San Diego, CA",PRJ-1065107,Inspection Followup,General-Standard-Building Construction:835/Bancroft,"Add/Alt 3+ Fam, Increase DU",1/23/2023,8/15/2024,1,570,1,1,1
PMT-3166761,"2941 B St, San Diego, CA 92102",PRJ-1065119,Cancelled Application Expired,General-Standard-Building Construction:2943/B,Add/Alt Companion Unit/Acc Apt,7/21/2022,,2,,0,1,1
PMT-3166918,"3830 01st Av, San Diego, CA 92103",PRJ-1065197,Issued,General-Expedite-Building Construction:3830/01st,Five or More Family Apt,7/22/2022,7/10/2024,6,719,1,1,1
PMT-3317538,"2302 Smythe Av, San Diego, CA",PRJ-1065571,Opened,General-Standard-Building Construction:2302/Smythe,Add/Alt Companion Unit/Acc Apt,10/14/2024,,1,,0,1,1
PMT-3167326,"5658 Chateau Dr, San Diego, CA",PRJ-1065784,Inspection Followup,General-Standard-Building Construction:5654/Chateau,Add/Alt Companion Unit/Acc Apt,7/26/2022,7/18/2024,1,723,1,1,1
PMT-3167328,"5660 Chateau Dr, San Diego, CA",PRJ-1065784,Inspection Followup,General-Standard-Building Construction:5654/Chateau,Add/Alt Companion Unit/Acc Apt,7/26/2022,7/18/2024,1,723,1,1,1
PMT-3168543,"2330 F St, San Diego, CA",PRJ-1066297,Closed,General-Standard-Combination Building Permit:2330/F,Add/Alt Companion Unit/Acc Apt,8/1/2022,9/12/2023,1,407,1,1,1
PMT-3168547,"2338 F St, San Diego, CA",PRJ-1066297,Inspection Followup,General-Standard-Combination Building Permit:2330/F,Add/Alt Companion Unit/Acc Apt,8/1/2022,9/12/2023,1,407,1,1,1
PMT-3168724,"2521 Columbia St, San Diego, CA 92103",PRJ-1066530,Inspection Followup,General-Express-Building Permit:2521/Columbia,Add/Alt Companion Unit/Acc Apt,8/2/2022,9/25/2023,4,419,1,1,1
PMT-3168389,"4014 Epanow Av, San Diego, CA 92117",PRJ-1066551,Inspection Followup,General-Standard-Combination Building Permit:4014/Epanow,Add/Alt Companion Unit/Acc Apt,7/30/2022,7/26/2024,1,727,1,1,1
PMT-3170235,"502 Fergus St, San Diego, CA 92114",PRJ-1067518,Cancelled Application Expired,General-Expedite-Building Construction:502/Fergus,Five or More Family Apt,8/9/2022,,5,,0,1,1
PMT-3170097,"3724 Acacia St, San Diego, CA",PRJ-1068169,Inspection Followup,Building Construction:3724/Acacia,One Family Detached,8/9/2022,6/28/2024,2,689,1,1,1
PMT-3170099,"3724 Acacia St, San Diego, CA",PRJ-1068169,Inspection Followup,Building Construction:3724/Acacia,Add/Alt Companion Unit/Acc Apt,8/9/2022,6/28/2024,2,689,1,1,1
PMT-3170100,"3724 Acacia St, San Diego, CA",PRJ-1068169,Inspection Followup,Building Construction:3724/Acacia,Add/Alt Companion Unit/Acc Apt,8/9/2022,6/28/2024,1,689,1,1,1
PMT-3173179,"1663 Dairy Mart Rd, San Diego, CA 92173",PRJ-1068450,Inspection Followup,Actively Managed-Express-Building Construction:1663/Dairy Mart,Five or More Family Apt,8/25/2022,11/7/2023,100,439,1,1,1
PMT-3185771,"3729 National Av, San Diego, CA",PRJ-1068478,Issued,General-Expedite-Combination Building Permit:3725/National,Add/Alt Companion Unit/Acc Apt,11/3/2022,8/27/2024,1,663,1,1,1
PMT-3185773,"3719 National Av, San Diego, CA",PRJ-1068478,Issued,General-Expedite-Combination Building Permit:3725/National,Add/Alt Companion Unit/Acc Apt,11/3/2022,8/30/2024,1,666,1,1,1
PMT-3252035,"3725 National Av, San Diego, CA",PRJ-1068478,Issued,General-Expedite-Combination Building Permit:3725/National,Add/Alt Companion Unit/Acc Apt,10/12/2023,8/27/2024,1,320,1,1,1
PMT-3252051,"3715 National Av, San Diego, CA",PRJ-1068478,Issued,General-Expedite-Combination Building Permit:3725/National,Add/Alt Companion Unit/Acc Apt,10/12/2023,8/27/2024,1,320,1,1,1
PMT-3171035,"1111 Torrey Pines Rd, San Diego, CA",PRJ-1068507,Closed,General-Standard-Building Construction:1111/Torrey Pines,"Add/Alt 3+ Fam, Increase DU",8/15/2022,10/10/2023,1,421,1,1,1
PMT-3173950,"3062 46th St, San Diego, CA",PRJ-1068822,Inspection Followup,General-Standard-Building Construction:3062/46th,One Family Detached,8/30/2022,4/1/2024,1,580,1,1,1
PMT-3173962,"3072 46th St, San Diego, CA",PRJ-1068822,Issued,General-Standard-Building Construction:3062/46th,One Family Detached,8/30/2022,4/1/2024,1,580,1,1,1
PMT-3172967,"1548 S 43rd St, San Diego, CA 92113",PRJ-1068884,Cancelled Application Expired,General-Standard-Building Construction:1548/43rd,Five or More Family Apt,8/24/2022,,1,,0,1,1
PMT-3173997,"7051 Wheatley St, San Diego, CA 92111",PRJ-1069066,Closed,General-Standard-Building Construction:7053/Wheatley,Add/Alt Companion Unit/Acc Apt,8/30/2022,4/4/2023,1,217,1,1,1
PMT-3172882,"5614 Dorothy Dr, San Diego, CA 92115",PRJ-1069312,Issued,General-Standard-Building Construction:5612/Dorothy,"Add/Alt 1 or 2 Fam, No Chg DU",8/24/2022,7/17/2023,1,327,1,1,1
PMT-3237385,"3355 Grim Av, San Diego, CA",PRJ-1069437,Closed,General-Standard-Building Construction:3355/Grim,Add/Alt Companion Unit/Acc Apt,7/28/2023,10/27/2023,1,91,1,1,1
PMT-3175801,"4298 Clairemont Dr, San Diego, CA 92117",PRJ-1069570,Inspection Followup,General-Standard-Combination Building Permit:4298/Clairemont,Add/Alt Companion Unit/Acc Apt,9/11/2022,3/12/2024,1,548,1,1,1
PMT-3177119,"6213 Montezuma Rd, San Diego, CA",PRJ-1069595,Issued,General-Express-Building Construction:6213/Montezuma,Five or More Family Apt,9/16/2022,8/31/2023,3,349,1,1,1
