ApprovalID,Address,ProjectID,ApprovalStatus,ProjectTitle,CensusBureauCategory,ApprovalCreation,ApprovalIssuance,ProjectURL,ApprovalURL,AffordableUnits
PMT-3157570,"4040 Park Bl, San Diego, CA 92103",PRJ-1061245,Cancelled Application Expired,General-Express-Building Construction:4040/Park,Five or More Family Apt,6/2/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=018OU&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01BSX&agencyCode=SANDIEGO&IsToShowInspection=,34
PMT-3157139,"15051 Junipers Dr, San Diego, CA 92129",PRJ-1061323,Inspection Followup,Actively Managed-Express-Building Construction:15051/Junipers,Five or More Family Apt,5/31/2022,11/1/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=0191K&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01B1E&agencyCode=SANDIEGO&IsToShowInspection=,81
PMT-3158395,"3674 Mabon Pl, San Diego, CA 92117",PRJ-1061357,Inspection Followup,General-Standard-Combination Building Permit:3674/Mabon,Add/Alt Companion Unit/Acc Apt,6/7/2022,9/14/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=0195O&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01D9Y&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3217576,"4057 Alabama St, San Diego, CA",PRJ-1061360,Inspection Followup,General-Standard-Combination Building Permit:4057/Alabama,Add/Alt Companion Unit/Acc Apt,4/24/2023,7/3/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01962&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=017W9&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3162270,"1881 Irving Av, San Diego, CA",PRJ-1061642,Closed,General-Standard-Building Construction:1881/Irving,Add/Alt Companion Unit/Acc Apt,6/28/2022,6/7/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01ACF&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01KFD&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3162926,"110 Beech St, San Diego, CA",PRJ-1062254,Inspection Followup,Actively Managed-Express-Building Construction:110/Beech,Five or More Family Apt,7/1/2022,11/7/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01CGD&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01LPQ&agencyCode=SANDIEGO&IsToShowInspection=,20
PMT-3158501,"3104 03rd Av, San Diego, CA 92103",PRJ-1062261,Inspection Followup,General-Express-Building Construction:3104/03rd,Five or More Family Apt,6/7/2022,5/3/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01CH8&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DH4&agencyCode=SANDIEGO&IsToShowInspection=,5
PMT-3160262,"5678 Lauretta St, San Diego, CA",PRJ-1062279,Cancelled Application Expired,General-Expedite-Building Construction:5678/Lauretta,Five or More Family Apt,6/16/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01CJZ&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01GMX&agencyCode=SANDIEGO&IsToShowInspection=,3
PMT-3163402,"4506 Moraga Av, #1 & 2, San Diego, CA 92117",PRJ-1062290,Closed,General-Standard-Building Construction:4506/Moraga,Add/Alt Companion Unit/Acc Apt,7/6/2022,5/1/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01CLV&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01MJP&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3163413,"4506 Moraga Av, #3 & 4, San Diego, CA 92117",PRJ-1062290,Closed,General-Standard-Building Construction:4506/Moraga,"Add/Alt 3+ Fam, Increase DU",7/6/2022,5/1/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01CLV&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01MKJ&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3163546,"2723 Caulfield Dr, San Diego, CA",PRJ-1062384,Inspection Followup,General-Standard-Building Construction:2723/Caulfield,Add/Alt Companion Unit/Acc Apt,7/6/2022,1/20/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01CX2&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01MSW&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3161963,"2413 Fleetwood St, San Diego, CA 92111",PRJ-1062557,Inspection Followup,General-Standard-Combination Building Permit:2413/Fleetwood,Add/Alt Companion Unit/Acc Apt,6/27/2022,4/9/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DNJ&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01JUF&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3162026,"4377 Rialto St, San Diego, CA 92107",PRJ-1062558,Issued,General-Express-Building Construction:4377/Rialto,Five or More Family Apt,6/27/2022,5/29/2025,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DNL&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01JZ1&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3159787,"4814 54th St, San Diego, CA 92115",PRJ-1062565,Closed,General-Standard-Building Construction:4812/54th,Add/Alt Companion Unit/Acc Apt,6/14/2022,5/23/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DOJ&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01FRJ&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164979,"130 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DW1&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PL7&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164981,"132 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DW1&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PL9&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164982,"134 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DW1&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PLA&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164983,"136 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DW1&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PLC&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164984,"138 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DW1&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PLD&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164985,"140 Seaward Av, San Diego, CA",PRJ-1062634,Opened,General-Expedite-Building Construction:128/Seaward,Add/Alt Companion Unit/Acc Apt,7/13/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01DW1&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PLE&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167477,"6440 El Cajon Bl, San Diego, CA",PRJ-1062686,Inspection Followup,Actively Managed-Express-Building Construction:6440/El Cajon,Five or More Family Apt,7/26/2022,8/10/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01E3H&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01UX3&agencyCode=SANDIEGO&IsToShowInspection=,24
PMT-3163191,"1033 28th St, San Diego, CA",PRJ-1062777,Issued,General-Standard-Building Construction:1033/28th,Add/Alt Companion Unit/Acc Apt,7/5/2022,6/8/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01EEU&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01M7K&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167517,"5077 Defiance Wy, San Diego, CA 92115",PRJ-1063157,Inspection Followup,General-Express-Building Permit:5077/Defiance,"Add/Alt 3+ Fam, Increase DU",7/26/2022,7/19/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01FOQ&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01UZB&agencyCode=SANDIEGO&IsToShowInspection=,4
PMT-3164302,"633 60th St, San Diego, CA 92114",PRJ-1063207,Inspection Followup,General-Expedite-Combination Building Permit:633/60th,Add/Alt Companion Unit/Acc Apt,7/11/2022,1/8/2025,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01FUO&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01O8H&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3346528,"3014 Ulric Ct, San Diego, CA",PRJ-1063220,Opened,General-Standard-Building Construction:3008/Ulric,One Family Detached,4/3/2025,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01FWN&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC25&capID2=00000&capID3=00VR3&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3165471,"4529 Esther St, San Diego, CA",PRJ-1063250,Inspection Followup,General-Standard-Building Construction:4529/Esther,Add/Alt Companion Unit/Acc Apt,7/15/2022,7/31/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01G1M&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01QLH&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3165791,"2903 04th Av, San Diego, CA",PRJ-1063464,Inspection Followup,General-Express-Building Construction:2903/04th,Five or More Family Apt,7/18/2022,7/17/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01GW1&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01R4G&agencyCode=SANDIEGO&IsToShowInspection=,6
PMT-3164595,"4436 Wilson Av, San Diego, CA",PRJ-1063480,Inspection Followup,General-Standard-Building Construction:4436/Wilson,Add/Alt Companion Unit/Acc Apt,7/12/2022,7/3/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01GXH&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01OSY&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3162575,"5644 Mary Lane Dr, San Diego, CA 92115",PRJ-1063520,Closed,Rapid Review-Standard-Building Construction:5644/Mary Lane,Add/Alt Companion Unit/Acc Apt,6/30/2022,1/20/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01H1Z&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01L0N&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167245,"1520 Tyler Av, San Diego, CA 92103",PRJ-1063628,Inspection Followup,General-Expedite-Building Construction:1520/Tyler,Three or Four Family Apt,7/25/2022,4/26/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01HHV&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01UC1&agencyCode=SANDIEGO&IsToShowInspection=,7
PMT-3164854,"3814 Villa Tr, San Diego, CA",PRJ-1063819,Inspection Followup,General-Standard-Building Construction:3808/VILLA TERRACE,"Add/Alt 3+ Fam, Increase DU",7/13/2022,10/30/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01I7J&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01PD3&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3164267,"3244 Reynard Wy, San Diego, CA",PRJ-1064128,Cancelled Application Expired,General-Standard-Building Construction:3244/Reynard,Five or More Family Apt,7/11/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01JD7&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01O53&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3164110,"721 63rd St, San Diego, CA",PRJ-1064296,Cancelled Application Expired,General-Expedite-Building Construction:727/63rd,Three or Four Family Apt,7/8/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01JYJ&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01NUN&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3164115,"727 63rd St, San Diego, CA",PRJ-1064296,Cancelled Application Expired,General-Expedite-Building Construction:727/63rd,Three or Four Family Apt,7/8/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01JYJ&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01NUT&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3166101,"4659 Florida St, San Diego, CA 92116",PRJ-1064539,Closed,General-Express-1064539,Five or More Family Apt,7/19/2022,9/19/2023,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01KYV&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01RTI&agencyCode=SANDIEGO&IsToShowInspection=,5
PMT-3166172,"3660 Reynard Wy, San Diego, CA 92103",PRJ-1064652,Inspection Followup,General-Express-Building Construction:3660/Reynard,Five or More Family Apt,7/19/2022,2/21/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01LE2&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01RZM&agencyCode=SANDIEGO&IsToShowInspection=,5
PMT-3167119,"2235 Cliff St, San Diego, CA 92116",PRJ-1064784,Inspection Followup,General-Standard-Building Construction:2235/Cliff,"Add/Alt 1 or 2 Fam,Increase DU",7/25/2022,5/8/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01LTL&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01TZT&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167636,"6353 Broadway, San Diego, CA",PRJ-1064968,Cancelled Application Expired,General-Expedite-Building Construction:6361/Broadway,Add/Alt Companion Unit/Acc Apt,7/27/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01MHH&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01V7Z&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167660,"6353 Broadway, San Diego, CA",PRJ-1064968,Cancelled Application Expired,General-Expedite-Building Construction:6361/Broadway,Add/Alt Companion Unit/Acc Apt,7/27/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01MHH&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01V9Z&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167662,"6353 Broadway, San Diego, CA",PRJ-1064968,Cancelled Application Expired,General-Expedite-Building Construction:6361/Broadway,Add/Alt Companion Unit/Acc Apt,7/27/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01MHH&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01VA3&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167664,"6353 Broadway, San Diego, CA",PRJ-1064968,Cancelled Application Expired,General-Expedite-Building Construction:6361/Broadway,Add/Alt Companion Unit/Acc Apt,7/27/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01MHH&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01VA8&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3199944,"835 S Bancroft St, San Diego, CA",PRJ-1065107,Inspection Followup,General-Standard-Building Construction:835/Bancroft,"Add/Alt 3+ Fam, Increase DU",1/23/2023,8/15/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01N2U&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC23&capID2=00000&capID3=007M8&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3166761,"2941 B St, San Diego, CA 92102",PRJ-1065119,Cancelled Application Expired,General-Standard-Building Construction:2943/B,Add/Alt Companion Unit/Acc Apt,7/21/2022,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01N47&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01T8U&agencyCode=SANDIEGO&IsToShowInspection=,2
PMT-3166918,"3830 01st Av, San Diego, CA 92103",PRJ-1065197,Issued,General-Expedite-Building Construction:3830/01st,Five or More Family Apt,7/22/2022,7/10/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01NEA&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01TJC&agencyCode=SANDIEGO&IsToShowInspection=,6
PMT-3317538,"2302 Smythe Av, San Diego, CA",PRJ-1065571,Opened,General-Standard-Building Construction:2302/Smythe,Add/Alt Companion Unit/Acc Apt,10/14/2024,,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01OTW&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC24&capID2=00000&capID3=02JL8&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167326,"5658 Chateau Dr, San Diego, CA",PRJ-1065784,Inspection Followup,General-Standard-Building Construction:5654/Chateau,Add/Alt Companion Unit/Acc Apt,7/26/2022,7/18/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01POU&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01UKA&agencyCode=SANDIEGO&IsToShowInspection=,1
PMT-3167328,"5660 Chateau Dr, San Diego, CA",PRJ-1065784,Inspection Followup,General-Standard-Building Construction:5654/Chateau,Add/Alt Companion Unit/Acc Apt,7/26/2022,7/18/2024,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01POU&agencyCode=SANDIEGO&IsToShowInspection=,https://aca-prod.accela.com/SANDIEGO/Cap/CapDetail.aspx?Module=DSD&TabName=DSD&capID1=REC22&capID2=00000&capID3=01UKE&agencyCode=SANDIEGO&IsToShowInspection=,1
